time (ps), velocity (Å/ps)
46031000000.000000,0.000005
46032000000.000000,0.000005
46033000000.000000,0.000004
46034000000.000000,0.000005
46035000000.000000,0.000005
46036000000.000000,0.000004
46037000000.000000,0.000005
46038000000.000000,0.000005
46039000000.000000,0.000004
46040000000.000000,0.000004
46041000000.000000,0.000004
46042000000.000000,0.000004
46043000000.000000,0.000004
46044000000.000000,0.000004
46045000000.000000,0.000005
46046000000.000000,0.000004
46047000000.000000,0.000004
46048000000.000000,0.000003
46049000000.000000,0.000003
46050000000.000000,0.000002
46051000000.000000,0.000002
46052000000.000000,0.000003
46053000000.000000,0.000002
46054000000.000000,0.000002
46055000000.000000,0.000002
46056000000.000000,0.000002
46057000000.000000,0.000003
46058000000.000000,0.000003
46059000000.000000,0.000003
46060000000.000000,0.000002
46061000000.000000,0.000001
46062000000.000000,0.000001
46063000000.000000,0.000001
46064000000.000000,0.000000
46065000000.000000,0.000000
46066000000.000000,-0.000000
46067000000.000000,-0.000000
46068000000.000000,0.000000
46069000000.000000,0.000001
46070000000.000000,0.000000
46071000000.000000,0.000000
46072000000.000000,0.000002
46073000000.000000,0.000002
46074000000.000000,0.000002
46075000000.000000,0.000002
46076000000.000000,0.000002
46077000000.000000,0.000001
46078000000.000000,0.000001
46079000000.000000,0.000000
46080000000.000000,0.000001
46081000000.000000,0.000001
46082000000.000000,0.000001
46083000000.000000,0.000001
46084000000.000000,0.000001
46085000000.000000,0.000001
46086000000.000000,0.000002
46087000000.000000,0.000002
46088000000.000000,0.000001
46089000000.000000,0.000003
46090000000.000000,0.000003
46091000000.000000,0.000003
46092000000.000000,0.000002
46093000000.000000,0.000002
46094000000.000000,0.000002
46095000000.000000,0.000001
46096000000.000000,0.000001
46097000000.000000,0.000002
46098000000.000000,0.000002
46099000000.000000,0.000001
46100000000.000000,0.000000
46101000000.000000,0.000001
46102000000.000000,0.000001
46103000000.000000,0.000001
46104000000.000000,0.000000
46105000000.000000,0.000000
46106000000.000000,0.000000
46107000000.000000,0.000001
46108000000.000000,0.000000
46109000000.000000,0.000000
46110000000.000000,0.000001
46111000000.000000,0.000001
46112000000.000000,0.000001
46113000000.000000,0.000001
46114000000.000000,-0.000001
46115000000.000000,-0.000002
46116000000.000000,-0.000002
46117000000.000000,-0.000002
46118000000.000000,-0.000002
46119000000.000000,-0.000002
46120000000.000000,-0.000003
46121000000.000000,-0.000002
46122000000.000000,-0.000001
46123000000.000000,-0.000002
46124000000.000000,-0.000001
46125000000.000000,-0.000001
46126000000.000000,-0.000001
46127000000.000000,-0.000001
46128000000.000000,-0.000003
46129000000.000000,-0.000004
46130000000.000000,-0.000004
46131000000.000000,-0.000004
46132000000.000000,-0.000005
46133000000.000000,-0.000004
46134000000.000000,-0.000005
46135000000.000000,-0.000005
46136000000.000000,-0.000005
46137000000.000000,-0.000006
46138000000.000000,-0.000007
46139000000.000000,-0.000007
46140000000.000000,-0.000007
46141000000.000000,-0.000006
46142000000.000000,-0.000006
46143000000.000000,-0.000006
46144000000.000000,-0.000006
46145000000.000000,-0.000005
46146000000.000000,-0.000006
46147000000.000000,-0.000005
46148000000.000000,-0.000004
46149000000.000000,-0.000005
46150000000.000000,-0.000005
46151000000.000000,-0.000005
46152000000.000000,-0.000006
46153000000.000000,-0.000004
46154000000.000000,-0.000005
46155000000.000000,-0.000005
46156000000.000000,-0.000005
46157000000.000000,-0.000004
46158000000.000000,-0.000004
46159000000.000000,-0.000003
46160000000.000000,-0.000005
46161000000.000000,-0.000006
46162000000.000000,-0.000005
46163000000.000000,-0.000005
46164000000.000000,-0.000006
46165000000.000000,-0.000006
46166000000.000000,-0.000007
46167000000.000000,-0.000006
46168000000.000000,-0.000006
46169000000.000000,-0.000006
46170000000.000000,-0.000006
46171000000.000000,-0.000006
46172000000.000000,-0.000006
46173000000.000000,-0.000006
46174000000.000000,-0.000005
46175000000.000000,-0.000005
46176000000.000000,-0.000004
46177000000.000000,-0.000004
46178000000.000000,-0.000005
46179000000.000000,-0.000005
46180000000.000000,-0.000006
46181000000.000000,-0.000006
46182000000.000000,-0.000006
46183000000.000000,-0.000006
46184000000.000000,-0.000006
46185000000.000000,-0.000006
46186000000.000000,-0.000005
46187000000.000000,-0.000004
46188000000.000000,-0.000002
46189000000.000000,-0.000003
46190000000.000000,-0.000002
46191000000.000000,-0.000003
46192000000.000000,-0.000002
46193000000.000000,-0.000002
46194000000.000000,-0.000003
46195000000.000000,-0.000003
46196000000.000000,-0.000003
46197000000.000000,-0.000003
46198000000.000000,-0.000004
46199000000.000000,-0.000003
46200000000.000000,-0.000002
46201000000.000000,-0.000002
46202000000.000000,-0.000001
46203000000.000000,-0.000001
46204000000.000000,-0.000001
46205000000.000000,-0.000001
46206000000.000000,-0.000001
46207000000.000000,-0.000001
46208000000.000000,-0.000002
46209000000.000000,-0.000002
46210000000.000000,-0.000001
46211000000.000000,-0.000002
46212000000.000000,-0.000002
46213000000.000000,-0.000001
46214000000.000000,-0.000000
46215000000.000000,0.000001
46216000000.000000,0.000000
46217000000.000000,0.000001
46218000000.000000,0.000001
46219000000.000000,0.000002
46220000000.000000,0.000003
46221000000.000000,0.000003
46222000000.000000,0.000003
46223000000.000000,0.000002
46224000000.000000,0.000003
46225000000.000000,0.000002
46226000000.000000,0.000002
46227000000.000000,0.000003
46228000000.000000,0.000002
46229000000.000000,0.000002
46230000000.000000,0.000002
46231000000.000000,0.000002
46232000000.000000,0.000003
46233000000.000000,0.000003
46234000000.000000,0.000005
46235000000.000000,0.000005
46236000000.000000,0.000004
46237000000.000000,0.000004
46238000000.000000,0.000003
46239000000.000000,0.000003
46240000000.000000,0.000003
46241000000.000000,0.000002
46242000000.000000,0.000003
46243000000.000000,0.000003
46244000000.000000,0.000003
46245000000.000000,0.000003
46246000000.000000,0.000002
46247000000.000000,0.000002
46248000000.000000,0.000001
46249000000.000000,0.000001
46250000000.000000,0.000001
46251000000.000000,0.000001
46252000000.000000,0.000001
46253000000.000000,0.000001
46254000000.000000,0.000001
46255000000.000000,0.000002
46256000000.000000,0.000002
46257000000.000000,0.000003
46258000000.000000,0.000003
46259000000.000000,0.000003
46260000000.000000,0.000004
46261000000.000000,0.000003
46262000000.000000,0.000004
46263000000.000000,0.000004
46264000000.000000,0.000006
46265000000.000000,0.000007
46266000000.000000,0.000007
46267000000.000000,0.000006
46268000000.000000,0.000006
46269000000.000000,0.000007
46270000000.000000,0.000008
46271000000.000000,0.000009
46272000000.000000,0.000009
46273000000.000000,0.000009
46274000000.000000,0.000009
46275000000.000000,0.000010
46276000000.000000,0.000009
46277000000.000000,0.000010
46278000000.000000,0.000010
46279000000.000000,0.000009
46280000000.000000,0.000008
46281000000.000000,0.000006
46282000000.000000,0.000005
46283000000.000000,0.000004
46284000000.000000,0.000004
46285000000.000000,0.000004
46286000000.000000,0.000004
46287000000.000000,0.000005
46288000000.000000,0.000006
46289000000.000000,0.000005
46290000000.000000,0.000006
46291000000.000000,0.000006
46292000000.000000,0.000008
46293000000.000000,0.000008
46294000000.000000,0.000008
46295000000.000000,0.000008
46296000000.000000,0.000007
46297000000.000000,0.000008
46298000000.000000,0.000008
46299000000.000000,0.000007
46300000000.000000,0.000007
46301000000.000000,0.000007
46302000000.000000,0.000006
46303000000.000000,0.000006
46304000000.000000,0.000005
46305000000.000000,0.000005
46306000000.000000,0.000004
46307000000.000000,0.000004
46308000000.000000,0.000005
46309000000.000000,0.000004
46310000000.000000,0.000003
46311000000.000000,0.000004
46312000000.000000,0.000004
46313000000.000000,0.000004
46314000000.000000,0.000004
46315000000.000000,0.000004
46316000000.000000,0.000004
46317000000.000000,0.000004
46318000000.000000,0.000004
46319000000.000000,0.000005
46320000000.000000,0.000005
46321000000.000000,0.000004
46322000000.000000,0.000004
46323000000.000000,0.000004
46324000000.000000,0.000004
46325000000.000000,0.000004
46326000000.000000,0.000005
46327000000.000000,0.000005
46328000000.000000,0.000004
46329000000.000000,0.000005
46330000000.000000,0.000005
46331000000.000000,0.000005
46332000000.000000,0.000005
46333000000.000000,0.000004
46334000000.000000,0.000005
46335000000.000000,0.000004
46336000000.000000,0.000003
46337000000.000000,0.000003
46338000000.000000,0.000003
46339000000.000000,0.000004
46340000000.000000,0.000003
46341000000.000000,0.000003
46342000000.000000,0.000004
46343000000.000000,0.000003
46344000000.000000,0.000004
46345000000.000000,0.000005
46346000000.000000,0.000005
46347000000.000000,0.000004
46348000000.000000,0.000005
46349000000.000000,0.000004
46350000000.000000,0.000003
46351000000.000000,0.000005
46352000000.000000,0.000006
46353000000.000000,0.000006
46354000000.000000,0.000006
46355000000.000000,0.000006
46356000000.000000,0.000006
46357000000.000000,0.000006
46358000000.000000,0.000006
46359000000.000000,0.000006
46360000000.000000,0.000006
46361000000.000000,0.000005
46362000000.000000,0.000004
46363000000.000000,0.000005
46364000000.000000,0.000005
46365000000.000000,0.000005
46366000000.000000,0.000005
46367000000.000000,0.000004
46368000000.000000,0.000004
46369000000.000000,0.000003
46370000000.000000,0.000004
46371000000.000000,0.000003
46372000000.000000,0.000002
46373000000.000000,0.000002
46374000000.000000,0.000002
46375000000.000000,0.000001
46376000000.000000,0.000000
46377000000.000000,0.000000
46378000000.000000,0.000001
46379000000.000000,0.000001
46380000000.000000,0.000001
46381000000.000000,0.000000
46382000000.000000,0.000001
46383000000.000000,0.000000
46384000000.000000,0.000000
46385000000.000000,0.000000
46386000000.000000,-0.000001
46387000000.000000,-0.000001
46388000000.000000,-0.000002
46389000000.000000,-0.000002
46390000000.000000,-0.000001
46391000000.000000,-0.000001
46392000000.000000,-0.000001
46393000000.000000,-0.000002
46394000000.000000,-0.000002
46395000000.000000,-0.000003
46396000000.000000,-0.000004
46397000000.000000,-0.000003
46398000000.000000,-0.000003
46399000000.000000,-0.000004
46400000000.000000,-0.000005
46401000000.000000,-0.000005
46402000000.000000,-0.000005
46403000000.000000,-0.000005
46404000000.000000,-0.000004
46405000000.000000,-0.000004
46406000000.000000,-0.000004
46407000000.000000,-0.000004
46408000000.000000,-0.000005
46409000000.000000,-0.000005
46410000000.000000,-0.000004
46411000000.000000,-0.000004
46412000000.000000,-0.000003
46413000000.000000,-0.000003
46414000000.000000,-0.000003
46415000000.000000,-0.000003
46416000000.000000,-0.000004
46417000000.000000,-0.000004
46418000000.000000,-0.000004
46419000000.000000,-0.000004
46420000000.000000,-0.000004
46421000000.000000,-0.000004
46422000000.000000,-0.000005
46423000000.000000,-0.000006
46424000000.000000,-0.000007
46425000000.000000,-0.000006
46426000000.000000,-0.000006
46427000000.000000,-0.000006
46428000000.000000,-0.000006
46429000000.000000,-0.000007
46430000000.000000,-0.000007
46431000000.000000,-0.000007
46432000000.000000,-0.000007
46433000000.000000,-0.000007
46434000000.000000,-0.000008
46435000000.000000,-0.000007
46436000000.000000,-0.000007
46437000000.000000,-0.000007
46438000000.000000,-0.000008
46439000000.000000,-0.000009
46440000000.000000,-0.000008
46441000000.000000,-0.000007
46442000000.000000,-0.000007
46443000000.000000,-0.000007
46444000000.000000,-0.000006
46445000000.000000,-0.000006
46446000000.000000,-0.000006
46447000000.000000,-0.000007
46448000000.000000,-0.000008
46449000000.000000,-0.000007
46450000000.000000,-0.000006
46451000000.000000,-0.000007
46452000000.000000,-0.000006
46453000000.000000,-0.000006
46454000000.000000,-0.000007
46455000000.000000,-0.000007
46456000000.000000,-0.000007
46457000000.000000,-0.000007
46458000000.000000,-0.000008
46459000000.000000,-0.000009
46460000000.000000,-0.000009
46461000000.000000,-0.000009
46462000000.000000,-0.000008
46463000000.000000,-0.000008
46464000000.000000,-0.000009
46465000000.000000,-0.000008
46466000000.000000,-0.000008
46467000000.000000,-0.000007
46468000000.000000,-0.000007
46469000000.000000,-0.000007
46470000000.000000,-0.000007
46471000000.000000,-0.000007
46472000000.000000,-0.000007
46473000000.000000,-0.000007
46474000000.000000,-0.000007
46475000000.000000,-0.000008
46476000000.000000,-0.000007
46477000000.000000,-0.000007
46478000000.000000,-0.000006
46479000000.000000,-0.000006
46480000000.000000,-0.000006
46481000000.000000,-0.000006
46482000000.000000,-0.000005
46483000000.000000,-0.000005
46484000000.000000,-0.000006
46485000000.000000,-0.000006
46486000000.000000,-0.000007
46487000000.000000,-0.000006
46488000000.000000,-0.000005
46489000000.000000,-0.000005
46490000000.000000,-0.000004
46491000000.000000,-0.000003
46492000000.000000,-0.000004
46493000000.000000,-0.000003
46494000000.000000,-0.000004
46495000000.000000,-0.000005
46496000000.000000,-0.000004
46497000000.000000,-0.000004
46498000000.000000,-0.000004
46499000000.000000,-0.000005
46500000000.000000,-0.000005
46501000000.000000,-0.000005
46502000000.000000,-0.000005
46503000000.000000,-0.000005
46504000000.000000,-0.000005
46505000000.000000,-0.000004
46506000000.000000,-0.000004
46507000000.000000,-0.000003
46508000000.000000,-0.000003
46509000000.000000,-0.000002
46510000000.000000,-0.000001
46511000000.000000,-0.000002
46512000000.000000,-0.000002
46513000000.000000,-0.000002
46514000000.000000,-0.000000
46515000000.000000,-0.000001
46516000000.000000,-0.000001
46517000000.000000,-0.000002
46518000000.000000,-0.000001
46519000000.000000,-0.000002
46520000000.000000,-0.000003
46521000000.000000,-0.000003
46522000000.000000,-0.000002
46523000000.000000,-0.000002
46524000000.000000,-0.000003
46525000000.000000,-0.000002
46526000000.000000,-0.000003
46527000000.000000,-0.000003
46528000000.000000,-0.000003
46529000000.000000,-0.000003
46530000000.000000,-0.000003
46531000000.000000,-0.000004
46532000000.000000,-0.000004
46533000000.000000,-0.000005
46534000000.000000,-0.000004
46535000000.000000,-0.000003
46536000000.000000,-0.000004
46537000000.000000,-0.000003
46538000000.000000,-0.000003
46539000000.000000,-0.000004
46540000000.000000,-0.000004
46541000000.000000,-0.000005
46542000000.000000,-0.000003
46543000000.000000,-0.000004
46544000000.000000,-0.000004
46545000000.000000,-0.000004
46546000000.000000,-0.000004
46547000000.000000,-0.000004
46548000000.000000,-0.000004
46549000000.000000,-0.000005
46550000000.000000,-0.000005
46551000000.000000,-0.000003
46552000000.000000,-0.000003
46553000000.000000,-0.000003
46554000000.000000,-0.000004
46555000000.000000,-0.000004
46556000000.000000,-0.000003
46557000000.000000,-0.000003
46558000000.000000,-0.000003
46559000000.000000,-0.000002
46560000000.000000,-0.000002
46561000000.000000,-0.000001
46562000000.000000,-0.000001
46563000000.000000,-0.000001
46564000000.000000,-0.000001
46565000000.000000,-0.000001
46566000000.000000,-0.000000
46567000000.000000,-0.000001
46568000000.000000,-0.000001
46569000000.000000,-0.000002
46570000000.000000,-0.000002
46571000000.000000,-0.000002
46572000000.000000,-0.000002
46573000000.000000,-0.000002
46574000000.000000,-0.000002
46575000000.000000,-0.000002
46576000000.000000,-0.000002
46577000000.000000,-0.000001
46578000000.000000,-0.000002
46579000000.000000,-0.000002
46580000000.000000,-0.000002
46581000000.000000,-0.000002
46582000000.000000,-0.000002
46583000000.000000,-0.000002
46584000000.000000,-0.000002
46585000000.000000,-0.000001
46586000000.000000,-0.000000
46587000000.000000,-0.000000
46588000000.000000,-0.000001
46589000000.000000,-0.000001
46590000000.000000,-0.000001
46591000000.000000,-0.000001
46592000000.000000,0.000000
46593000000.000000,0.000001
46594000000.000000,0.000001
46595000000.000000,0.000002
46596000000.000000,0.000001
46597000000.000000,0.000002
46598000000.000000,0.000003
46599000000.000000,0.000003
46600000000.000000,0.000003
46601000000.000000,0.000003
46602000000.000000,0.000003
46603000000.000000,0.000003
46604000000.000000,0.000003
46605000000.000000,0.000004
46606000000.000000,0.000003
46607000000.000000,0.000004
46608000000.000000,0.000004
46609000000.000000,0.000004
46610000000.000000,0.000004
46611000000.000000,0.000003
46612000000.000000,0.000004
46613000000.000000,0.000004
46614000000.000000,0.000004
46615000000.000000,0.000004
46616000000.000000,0.000006
46617000000.000000,0.000006
46618000000.000000,0.000006
46619000000.000000,0.000006
46620000000.000000,0.000006
46621000000.000000,0.000007
46622000000.000000,0.000006
46623000000.000000,0.000006
46624000000.000000,0.000006
46625000000.000000,0.000007
46626000000.000000,0.000007
46627000000.000000,0.000008
46628000000.000000,0.000007
46629000000.000000,0.000006
46630000000.000000,0.000006
46631000000.000000,0.000007
46632000000.000000,0.000007
46633000000.000000,0.000007
46634000000.000000,0.000007
46635000000.000000,0.000007
46636000000.000000,0.000007
46637000000.000000,0.000007
46638000000.000000,0.000009
46639000000.000000,0.000008
46640000000.000000,0.000008
46641000000.000000,0.000009
46642000000.000000,0.000010
46643000000.000000,0.000010
46644000000.000000,0.000009
46645000000.000000,0.000009
46646000000.000000,0.000009
46647000000.000000,0.000009
46648000000.000000,0.000009
46649000000.000000,0.000010
46650000000.000000,0.000009
46651000000.000000,0.000010
46652000000.000000,0.000009
46653000000.000000,0.000009
46654000000.000000,0.000010
46655000000.000000,0.000010
46656000000.000000,0.000010
46657000000.000000,0.000010
46658000000.000000,0.000009
46659000000.000000,0.000009
46660000000.000000,0.000009
46661000000.000000,0.000007
46662000000.000000,0.000008
46663000000.000000,0.000008
46664000000.000000,0.000008
46665000000.000000,0.000008
46666000000.000000,0.000007
46667000000.000000,0.000007
46668000000.000000,0.000007
46669000000.000000,0.000006
46670000000.000000,0.000007
46671000000.000000,0.000007
46672000000.000000,0.000008
46673000000.000000,0.000008
46674000000.000000,0.000008
46675000000.000000,0.000008
46676000000.000000,0.000009
46677000000.000000,0.000009
46678000000.000000,0.000009
46679000000.000000,0.000009
46680000000.000000,0.000009
46681000000.000000,0.000009
46682000000.000000,0.000009
46683000000.000000,0.000008
46684000000.000000,0.000007
46685000000.000000,0.000008
46686000000.000000,0.000008
46687000000.000000,0.000007
46688000000.000000,0.000006
46689000000.000000,0.000006
46690000000.000000,0.000007
46691000000.000000,0.000008
46692000000.000000,0.000006
46693000000.000000,0.000007
46694000000.000000,0.000008
46695000000.000000,0.000007
46696000000.000000,0.000008
46697000000.000000,0.000008
46698000000.000000,0.000008
46699000000.000000,0.000008
46700000000.000000,0.000007
46701000000.000000,0.000007
46702000000.000000,0.000006
46703000000.000000,0.000006
46704000000.000000,0.000006
46705000000.000000,0.000006
46706000000.000000,0.000006
46707000000.000000,0.000006
46708000000.000000,0.000006
46709000000.000000,0.000006
46710000000.000000,0.000005
46711000000.000000,0.000006
46712000000.000000,0.000005
46713000000.000000,0.000005
46714000000.000000,0.000004
46715000000.000000,0.000002
46716000000.000000,0.000001
46717000000.000000,0.000001
46718000000.000000,0.000002
46719000000.000000,0.000001
46720000000.000000,0.000001
46721000000.000000,0.000001
46722000000.000000,0.000001
46723000000.000000,0.000001
46724000000.000000,0.000001
46725000000.000000,0.000001
46726000000.000000,-0.000001
46727000000.000000,-0.000001
46728000000.000000,-0.000001
46729000000.000000,-0.000000
46730000000.000000,-0.000001
46731000000.000000,-0.000002
46732000000.000000,-0.000002
46733000000.000000,-0.000001
46734000000.000000,-0.000000
46735000000.000000,-0.000001
46736000000.000000,-0.000000
46737000000.000000,-0.000001
46738000000.000000,-0.000000
46739000000.000000,0.000000
46740000000.000000,0.000000
46741000000.000000,0.000001
46742000000.000000,0.000001
46743000000.000000,0.000001
46744000000.000000,-0.000000
46745000000.000000,0.000000
46746000000.000000,-0.000001
46747000000.000000,-0.000001
46748000000.000000,-0.000001
46749000000.000000,-0.000000
46750000000.000000,-0.000000
46751000000.000000,0.000000
46752000000.000000,0.000000
46753000000.000000,-0.000000
46754000000.000000,0.000000
46755000000.000000,0.000001
46756000000.000000,0.000000
46757000000.000000,-0.000001
46758000000.000000,-0.000001
46759000000.000000,-0.000002
46760000000.000000,-0.000003
46761000000.000000,-0.000003
46762000000.000000,-0.000003
46763000000.000000,-0.000003
46764000000.000000,-0.000005
46765000000.000000,-0.000005
46766000000.000000,-0.000006
46767000000.000000,-0.000006
46768000000.000000,-0.000006
46769000000.000000,-0.000007
46770000000.000000,-0.000007
46771000000.000000,-0.000008
46772000000.000000,-0.000008
46773000000.000000,-0.000008
46774000000.000000,-0.000009
46775000000.000000,-0.000007
46776000000.000000,-0.000008
46777000000.000000,-0.000008
46778000000.000000,-0.000008
46779000000.000000,-0.000009
46780000000.000000,-0.000009
46781000000.000000,-0.000010
46782000000.000000,-0.000010
46783000000.000000,-0.000010
46784000000.000000,-0.000010
46785000000.000000,-0.000010
46786000000.000000,-0.000009
46787000000.000000,-0.000009
46788000000.000000,-0.000009
46789000000.000000,-0.000009
46790000000.000000,-0.000009
46791000000.000000,-0.000009
46792000000.000000,-0.000009
46793000000.000000,-0.000009
46794000000.000000,-0.000009
46795000000.000000,-0.000010
46796000000.000000,-0.000009
46797000000.000000,-0.000010
46798000000.000000,-0.000010
46799000000.000000,-0.000010
46800000000.000000,-0.000009
46801000000.000000,-0.000008
46802000000.000000,-0.000008
46803000000.000000,-0.000008
46804000000.000000,-0.000007
46805000000.000000,-0.000007
46806000000.000000,-0.000007
46807000000.000000,-0.000008
46808000000.000000,-0.000008
46809000000.000000,-0.000008
46810000000.000000,-0.000009
46811000000.000000,-0.000010
46812000000.000000,-0.000009
46813000000.000000,-0.000009
46814000000.000000,-0.000009
46815000000.000000,-0.000009
46816000000.000000,-0.000008
46817000000.000000,-0.000007
46818000000.000000,-0.000006
46819000000.000000,-0.000005
46820000000.000000,-0.000005
46821000000.000000,-0.000007
46822000000.000000,-0.000007
46823000000.000000,-0.000007
46824000000.000000,-0.000007
46825000000.000000,-0.000006
46826000000.000000,-0.000006
46827000000.000000,-0.000006
46828000000.000000,-0.000006
46829000000.000000,-0.000007
46830000000.000000,-0.000006
46831000000.000000,-0.000006
46832000000.000000,-0.000005
46833000000.000000,-0.000004
46834000000.000000,-0.000004
46835000000.000000,-0.000004
46836000000.000000,-0.000003
46837000000.000000,-0.000003
46838000000.000000,-0.000003
46839000000.000000,-0.000003
46840000000.000000,-0.000003
46841000000.000000,-0.000003
46842000000.000000,-0.000002
46843000000.000000,-0.000003
46844000000.000000,-0.000003
46845000000.000000,-0.000003
46846000000.000000,-0.000002
46847000000.000000,-0.000001
46848000000.000000,-0.000000
46849000000.000000,-0.000000
46850000000.000000,-0.000000
46851000000.000000,0.000000
46852000000.000000,0.000000
46853000000.000000,0.000001
46854000000.000000,0.000000
46855000000.000000,-0.000001
46856000000.000000,-0.000001
46857000000.000000,-0.000001
46858000000.000000,-0.000002
46859000000.000000,-0.000001
46860000000.000000,-0.000001
46861000000.000000,-0.000001
46862000000.000000,-0.000000
46863000000.000000,-0.000001
46864000000.000000,-0.000001
46865000000.000000,-0.000001
46866000000.000000,-0.000003
46867000000.000000,-0.000003
46868000000.000000,-0.000003
46869000000.000000,-0.000004
46870000000.000000,-0.000004
46871000000.000000,-0.000004
46872000000.000000,-0.000004
46873000000.000000,-0.000004
46874000000.000000,-0.000003
46875000000.000000,-0.000002
46876000000.000000,-0.000002
46877000000.000000,-0.000003
46878000000.000000,-0.000003
46879000000.000000,-0.000003
46880000000.000000,-0.000002
46881000000.000000,-0.000002
46882000000.000000,-0.000002
46883000000.000000,-0.000002
46884000000.000000,-0.000002
46885000000.000000,-0.000003
46886000000.000000,-0.000003
46887000000.000000,-0.000004
46888000000.000000,-0.000003
46889000000.000000,-0.000004
46890000000.000000,-0.000003
46891000000.000000,-0.000004
46892000000.000000,-0.000003
46893000000.000000,-0.000003
46894000000.000000,-0.000003
46895000000.000000,-0.000002
46896000000.000000,-0.000001
46897000000.000000,-0.000001
46898000000.000000,0.000000
46899000000.000000,0.000001
46900000000.000000,0.000002
46901000000.000000,0.000003
46902000000.000000,0.000001
46903000000.000000,0.000001
46904000000.000000,0.000001
46905000000.000000,0.000002
46906000000.000000,0.000002
46907000000.000000,0.000002
46908000000.000000,0.000003
46909000000.000000,0.000003
46910000000.000000,0.000003
46911000000.000000,0.000002
46912000000.000000,0.000002
46913000000.000000,0.000002
46914000000.000000,0.000001
46915000000.000000,0.000000
46916000000.000000,0.000000
46917000000.000000,0.000001
46918000000.000000,0.000001
46919000000.000000,0.000001
46920000000.000000,0.000001
46921000000.000000,0.000002
46922000000.000000,0.000002
46923000000.000000,0.000002
46924000000.000000,0.000002
46925000000.000000,0.000003
46926000000.000000,0.000003
46927000000.000000,0.000003
46928000000.000000,0.000003
46929000000.000000,0.000003
46930000000.000000,0.000004
46931000000.000000,0.000004
46932000000.000000,0.000004
46933000000.000000,0.000004
46934000000.000000,0.000004
46935000000.000000,0.000005
46936000000.000000,0.000005
46937000000.000000,0.000005
46938000000.000000,0.000005
46939000000.000000,0.000005
46940000000.000000,0.000005
46941000000.000000,0.000004
46942000000.000000,0.000005
46943000000.000000,0.000005
46944000000.000000,0.000005
46945000000.000000,0.000006
46946000000.000000,0.000005
46947000000.000000,0.000005
46948000000.000000,0.000004
46949000000.000000,0.000004
46950000000.000000,0.000005
46951000000.000000,0.000005
46952000000.000000,0.000005
46953000000.000000,0.000006
46954000000.000000,0.000006
46955000000.000000,0.000005
46956000000.000000,0.000005
46957000000.000000,0.000005
46958000000.000000,0.000004
46959000000.000000,0.000004
46960000000.000000,0.000005
46961000000.000000,0.000006
46962000000.000000,0.000006
46963000000.000000,0.000005
46964000000.000000,0.000005
46965000000.000000,0.000004
46966000000.000000,0.000003
46967000000.000000,0.000004
46968000000.000000,0.000003
46969000000.000000,0.000002
46970000000.000000,0.000002
46971000000.000000,0.000002
46972000000.000000,0.000002
46973000000.000000,0.000002
46974000000.000000,0.000002
46975000000.000000,0.000002
46976000000.000000,0.000002
46977000000.000000,0.000003
46978000000.000000,0.000003
46979000000.000000,0.000003
46980000000.000000,0.000003
46981000000.000000,0.000003
46982000000.000000,0.000003
46983000000.000000,0.000004
46984000000.000000,0.000003
46985000000.000000,0.000003
46986000000.000000,0.000003
46987000000.000000,0.000004
46988000000.000000,0.000004
46989000000.000000,0.000004
46990000000.000000,0.000003
46991000000.000000,0.000004
46992000000.000000,0.000003
46993000000.000000,0.000003
46994000000.000000,0.000003
46995000000.000000,0.000004
46996000000.000000,0.000004
46997000000.000000,0.000004
46998000000.000000,0.000004
46999000000.000000,0.000003
47000000000.000000,0.000004
47001000000.000000,0.000004
47002000000.000000,0.000004
47003000000.000000,0.000004
47004000000.000000,0.000004
47005000000.000000,0.000003
47006000000.000000,0.000004
47007000000.000000,0.000004
47008000000.000000,0.000003
47009000000.000000,0.000004
47010000000.000000,0.000003
47011000000.000000,0.000004
47012000000.000000,0.000004
47013000000.000000,0.000004
47014000000.000000,0.000005
47015000000.000000,0.000005
47016000000.000000,0.000005
47017000000.000000,0.000005
47018000000.000000,0.000006
47019000000.000000,0.000006
47020000000.000000,0.000007
47021000000.000000,0.000007
47022000000.000000,0.000006
47023000000.000000,0.000006
47024000000.000000,0.000006
47025000000.000000,0.000006
47026000000.000000,0.000006
47027000000.000000,0.000007
47028000000.000000,0.000007
47029000000.000000,0.000006
47030000000.000000,0.000006
47031000000.000000,0.000007
47032000000.000000,0.000006
47033000000.000000,0.000006
47034000000.000000,0.000005
47035000000.000000,0.000005
47036000000.000000,0.000006
47037000000.000000,0.000005
47038000000.000000,0.000004
47039000000.000000,0.000004
47040000000.000000,0.000003
47041000000.000000,0.000003
47042000000.000000,0.000004
47043000000.000000,0.000003
47044000000.000000,0.000004
47045000000.000000,0.000005
47046000000.000000,0.000005
47047000000.000000,0.000005
47048000000.000000,0.000005
47049000000.000000,0.000005
47050000000.000000,0.000005
47051000000.000000,0.000004
47052000000.000000,0.000003
47053000000.000000,0.000003
47054000000.000000,0.000003
47055000000.000000,0.000003
47056000000.000000,0.000003
47057000000.000000,0.000003
47058000000.000000,0.000003
47059000000.000000,0.000004
47060000000.000000,0.000003
47061000000.000000,0.000002
47062000000.000000,0.000002
47063000000.000000,0.000002
47064000000.000000,0.000002
47065000000.000000,0.000003
47066000000.000000,0.000003
47067000000.000000,0.000004
47068000000.000000,0.000003
47069000000.000000,0.000003
